"","GRCODE","GRNAME","AccidentYear","DevelopmentYear","DevelopmentLag","IncurLoss_F2","CumPaidLoss_F2","BulkLoss_F2","EarnedPremDIR_F2","EarnedPremCeded_F2","EarnedPremNet_F2","Single","PostedReserve97_F2"
"2616",36277,"Medical Mut Ins Co Of ME",1989,1994,6,5729,3544,1397,15695,6146,9549,1,42823
"2617",36277,"Medical Mut Ins Co Of ME",1989,1995,7,5271,4191,1079,15695,6146,9549,1,42823
"2618",36277,"Medical Mut Ins Co Of ME",1989,1996,8,4971,4192,779,15695,6146,9549,1,42823
"2619",36277,"Medical Mut Ins Co Of ME",1989,1997,9,4371,4192,179,15695,6146,9549,1,42823
"2620",36277,"Medical Mut Ins Co Of ME",1989,1998,10,4193,4192,1,15695,6146,9549,1,42823
"2621",36277,"Medical Mut Ins Co Of ME",1990,1990,1,13351,57,8511,15474,3641,11833,1,42823
"2622",36277,"Medical Mut Ins Co Of ME",1990,1991,2,10486,472,4555,15474,3641,11833,1,42823
"2623",36277,"Medical Mut Ins Co Of ME",1990,1992,3,9962,713,5833,15474,3641,11833,1,42823
"2624",36277,"Medical Mut Ins Co Of ME",1990,1993,4,9046,1189,6414,15474,3641,11833,1,42823
"2625",36277,"Medical Mut Ins Co Of ME",1990,1994,5,7928,1653,5794,15474,3641,11833,1,42823
"2626",36277,"Medical Mut Ins Co Of ME",1990,1995,6,7585,1705,5879,15474,3641,11833,1,42823
"2627",36277,"Medical Mut Ins Co Of ME",1990,1996,7,5165,1706,3454,15474,3641,11833,1,42823
"2628",36277,"Medical Mut Ins Co Of ME",1990,1997,8,2164,1706,458,15474,3641,11833,1,42823
"2629",36277,"Medical Mut Ins Co Of ME",1990,1998,9,1763,1706,57,15474,3641,11833,1,42823
"2630",36277,"Medical Mut Ins Co Of ME",1990,1999,10,1713,1706,7,15474,3641,11833,1,42823
"2631",36277,"Medical Mut Ins Co Of ME",1991,1991,1,8792,570,2069,11201,4524,6677,1,42823
"2632",36277,"Medical Mut Ins Co Of ME",1991,1992,2,8154,1373,1248,11201,4524,6677,1,42823
"2633",36277,"Medical Mut Ins Co Of ME",1991,1993,3,7601,2471,3592,11201,4524,6677,1,42823
"2634",36277,"Medical Mut Ins Co Of ME",1991,1994,4,7921,2567,4086,11201,4524,6677,1,42823
"2635",36277,"Medical Mut Ins Co Of ME",1991,1995,5,7461,2938,3901,11201,4524,6677,1,42823
"2636",36277,"Medical Mut Ins Co Of ME",1991,1996,6,6150,2855,3055,11201,4524,6677,1,42823
"2637",36277,"Medical Mut Ins Co Of ME",1991,1997,7,3100,2843,438,11201,4524,6677,1,42823
"2638",36277,"Medical Mut Ins Co Of ME",1991,1998,8,2879,2843,36,11201,4524,6677,1,42823
"2639",36277,"Medical Mut Ins Co Of ME",1991,1999,9,2866,2846,19,11201,4524,6677,1,42823
"2640",36277,"Medical Mut Ins Co Of ME",1991,2000,10,2846,2846,0,11201,4524,6677,1,42823
"2641",36277,"Medical Mut Ins Co Of ME",1992,1992,1,9872,89,1609,12619,2758,9861,1,42823
"2642",36277,"Medical Mut Ins Co Of ME",1992,1993,2,9319,853,2114,12619,2758,9861,1,42823
"2643",36277,"Medical Mut Ins Co Of ME",1992,1994,3,8952,1883,3930,12619,2758,9861,1,42823
"2644",36277,"Medical Mut Ins Co Of ME",1992,1995,4,8341,2090,3833,12619,2758,9861,1,42823
"2645",36277,"Medical Mut Ins Co Of ME",1992,1996,5,6822,2341,3508,12619,2758,9861,1,42823
"2646",36277,"Medical Mut Ins Co Of ME",1992,1997,6,4774,2694,1336,12619,2758,9861,1,42823
"2647",36277,"Medical Mut Ins Co Of ME",1992,1998,7,3875,2767,609,12619,2758,9861,1,42823
"2648",36277,"Medical Mut Ins Co Of ME",1992,1999,8,3177,3088,89,12619,2758,9861,1,42823
"2649",36277,"Medical Mut Ins Co Of ME",1992,2000,9,3088,3088,0,12619,2758,9861,1,42823
"2650",36277,"Medical Mut Ins Co Of ME",1992,2001,10,3088,3088,0,12619,2758,9861,1,42823
"2651",36277,"Medical Mut Ins Co Of ME",1993,1993,1,10970,426,1108,13983,3030,10953,1,42823
"2652",36277,"Medical Mut Ins Co Of ME",1993,1994,2,10448,2170,2448,13983,3030,10953,1,42823
"2653",36277,"Medical Mut Ins Co Of ME",1993,1995,3,10316,3431,2544,13983,3030,10953,1,42823
"2654",36277,"Medical Mut Ins Co Of ME",1993,1996,4,9615,4204,2419,13983,3030,10953,1,42823
"2655",36277,"Medical Mut Ins Co Of ME",1993,1997,5,7492,4640,1539,13983,3030,10953,1,42823
"2656",36277,"Medical Mut Ins Co Of ME",1993,1998,6,6049,5443,152,13983,3030,10953,1,42823
"2657",36277,"Medical Mut Ins Co Of ME",1993,1999,7,5938,5567,64,13983,3030,10953,1,42823
"2658",36277,"Medical Mut Ins Co Of ME",1993,2000,8,5872,5872,0,13983,3030,10953,1,42823
"2659",36277,"Medical Mut Ins Co Of ME",1993,2001,9,5876,5876,0,13983,3030,10953,1,42823
"2660",36277,"Medical Mut Ins Co Of ME",1993,2002,10,5876,5876,0,13983,3030,10953,1,42823
"2661",36277,"Medical Mut Ins Co Of ME",1994,1994,1,12495,200,201,16095,3677,12418,1,42823
"2662",36277,"Medical Mut Ins Co Of ME",1994,1995,2,11880,1876,1604,16095,3677,12418,1,42823
"2663",36277,"Medical Mut Ins Co Of ME",1994,1996,3,11238,4100,2378,16095,3677,12418,1,42823
"2664",36277,"Medical Mut Ins Co Of ME",1994,1997,4,9950,5561,1579,16095,3677,12418,1,42823
"2665",36277,"Medical Mut Ins Co Of ME",1994,1998,5,8407,7013,188,16095,3677,12418,1,42823
"2666",36277,"Medical Mut Ins Co Of ME",1994,1999,6,7947,7096,111,16095,3677,12418,1,42823
"2667",36277,"Medical Mut Ins Co Of ME",1994,2000,7,7600,7409,37,16095,3677,12418,1,42823
"2668",36277,"Medical Mut Ins Co Of ME",1994,2001,8,7440,7440,0,16095,3677,12418,1,42823
"2669",36277,"Medical Mut Ins Co Of ME",1994,2002,9,7441,7441,0,16095,3677,12418,1,42823
"2670",36277,"Medical Mut Ins Co Of ME",1994,2003,10,7444,7444,0,16095,3677,12418,1,42823
"2671",36277,"Medical Mut Ins Co Of ME",1995,1995,1,12443,234,1755,16211,4364,11847,1,42823
"2672",36277,"Medical Mut Ins Co Of ME",1995,1996,2,12183,2021,555,16211,4364,11847,1,42823
"2673",36277,"Medical Mut Ins Co Of ME",1995,1997,3,10825,5430,490,16211,4364,11847,1,42823
"2674",36277,"Medical Mut Ins Co Of ME",1995,1998,4,9986,7908,213,16211,4364,11847,1,42823
"2675",36277,"Medical Mut Ins Co Of ME",1995,1999,5,9402,8382,154,16211,4364,11847,1,42823
"2676",36277,"Medical Mut Ins Co Of ME",1995,2000,6,8811,8683,30,16211,4364,11847,1,42823
"2677",36277,"Medical Mut Ins Co Of ME",1995,2001,7,8694,8693,1,16211,4364,11847,1,42823
"2678",36277,"Medical Mut Ins Co Of ME",1995,2002,8,8374,8365,9,16211,4364,11847,1,42823
"2679",36277,"Medical Mut Ins Co Of ME",1995,2003,9,8672,8672,0,16211,4364,11847,1,42823
"2680",36277,"Medical Mut Ins Co Of ME",1995,2004,10,8694,8694,0,16211,4364,11847,1,42823
"2681",36277,"Medical Mut Ins Co Of ME",1996,1996,1,15266,492,620,14792,3442,11350,1,42823
"2682",36277,"Medical Mut Ins Co Of ME",1996,1997,2,14296,2186,395,14792,3442,11350,1,42823
"2683",36277,"Medical Mut Ins Co Of ME",1996,1998,3,10037,3332,327,14792,3442,11350,1,42823
"2684",36277,"Medical Mut Ins Co Of ME",1996,1999,4,10316,5386,30,14792,3442,11350,1,42823
"2685",36277,"Medical Mut Ins Co Of ME",1996,2000,5,8661,7060,134,14792,3442,11350,1,42823
"2686",36277,"Medical Mut Ins Co Of ME",1996,2001,6,7994,7398,33,14792,3442,11350,1,42823
"2687",36277,"Medical Mut Ins Co Of ME",1996,2002,7,7713,7701,12,14792,3442,11350,1,42823
"2688",36277,"Medical Mut Ins Co Of ME",1996,2003,8,7701,7701,0,14792,3442,11350,1,42823
"2689",36277,"Medical Mut Ins Co Of ME",1996,2004,9,7806,7806,0,14792,3442,11350,1,42823
"2690",36277,"Medical Mut Ins Co Of ME",1996,2005,10,7806,7806,0,14792,3442,11350,1,42823
"2691",36277,"Medical Mut Ins Co Of ME",1997,1997,1,10408,310,-835,13832,2442,11390,1,42823
"2692",36277,"Medical Mut Ins Co Of ME",1997,1998,2,10423,2105,-1462,13832,2442,11390,1,42823
"2693",36277,"Medical Mut Ins Co Of ME",1997,1999,3,9746,5198,-912,13832,2442,11390,1,42823
"2694",36277,"Medical Mut Ins Co Of ME",1997,2000,4,9969,8322,-246,13832,2442,11390,1,42823
"2695",36277,"Medical Mut Ins Co Of ME",1997,2001,5,10276,9329,145,13832,2442,11390,1,42823
"2696",36277,"Medical Mut Ins Co Of ME",1997,2002,6,10415,9485,43,13832,2442,11390,1,42823
"2697",36277,"Medical Mut Ins Co Of ME",1997,2003,7,9963,9538,-249,13832,2442,11390,1,42823
"2698",36277,"Medical Mut Ins Co Of ME",1997,2004,8,10217,9612,0,13832,2442,11390,1,42823
"2699",36277,"Medical Mut Ins Co Of ME",1997,2005,9,10556,10469,0,13832,2442,11390,1,42823
"2700",36277,"Medical Mut Ins Co Of ME",1997,2006,10,10472,10471,1,13832,2442,11390,1,42823
"2701",36676,"Utah Medical Ins Assoc",1988,1988,1,15127,679,8321,18874,4036,14838,1,62973
"2702",36676,"Utah Medical Ins Assoc",1988,1989,2,11372,1998,5050,18874,4036,14838,1,62973
"2703",36676,"Utah Medical Ins Assoc",1988,1990,3,9400,3748,2950,18874,4036,14838,1,62973
"2704",36676,"Utah Medical Ins Assoc",1988,1991,4,9250,4615,3027,18874,4036,14838,1,62973
"2705",36676,"Utah Medical Ins Assoc",1988,1992,5,9250,5233,2564,18874,4036,14838,1,62973
"2706",36676,"Utah Medical Ins Assoc",1988,1993,6,8250,5572,1890,18874,4036,14838,1,62973
"2707",36676,"Utah Medical Ins Assoc",1988,1994,7,7750,6240,1407,18874,4036,14838,1,62973
"2708",36676,"Utah Medical Ins Assoc",1988,1995,8,7500,6241,1259,18874,4036,14838,1,62973
"2709",36676,"Utah Medical Ins Assoc",1988,1996,9,7250,6241,1009,18874,4036,14838,1,62973
"2710",36676,"Utah Medical Ins Assoc",1988,1997,10,6500,6241,259,18874,4036,14838,1,62973
"2711",36676,"Utah Medical Ins Assoc",1989,1989,1,15559,587,11735,20643,4996,15647,1,62973
"2712",36676,"Utah Medical Ins Assoc",1989,1990,2,12250,2058,5832,20643,4996,15647,1,62973
"2713",36676,"Utah Medical Ins Assoc",1989,1991,3,12250,2742,5745,20643,4996,15647,1,62973
"2714",36676,"Utah Medical Ins Assoc",1989,1992,4,11250,3601,5151,20643,4996,15647,1,62973
"2715",36676,"Utah Medical Ins Assoc",1989,1993,5,10250,4680,4611,20643,4996,15647,1,62973
"2716",36676,"Utah Medical Ins Assoc",1989,1994,6,9000,5354,3557,20643,4996,15647,1,62973
"2717",36676,"Utah Medical Ins Assoc",1989,1995,7,8500,5405,2769,20643,4996,15647,1,62973
"2718",36676,"Utah Medical Ins Assoc",1989,1996,8,7375,5922,1436,20643,4996,15647,1,62973
"2719",36676,"Utah Medical Ins Assoc",1989,1997,9,6750,5911,814,20643,4996,15647,1,62973
"2720",36676,"Utah Medical Ins Assoc",1989,1998,10,6250,5916,334,20643,4996,15647,1,62973
"2721",36676,"Utah Medical Ins Assoc",1990,1990,1,17361,747,11048,20216,5070,15146,1,62973
"2722",36676,"Utah Medical Ins Assoc",1990,1991,2,15250,2951,5854,20216,5070,15146,1,62973
"2723",36676,"Utah Medical Ins Assoc",1990,1992,3,14500,5165,5355,20216,5070,15146,1,62973
"2724",36676,"Utah Medical Ins Assoc",1990,1993,4,13500,7167,4693,20216,5070,15146,1,62973
"2725",36676,"Utah Medical Ins Assoc",1990,1994,5,12500,8643,3332,20216,5070,15146,1,62973
"2726",36676,"Utah Medical Ins Assoc",1990,1995,6,11750,8930,2793,20216,5070,15146,1,62973
"2727",36676,"Utah Medical Ins Assoc",1990,1996,7,10750,9096,1654,20216,5070,15146,1,62973
"2728",36676,"Utah Medical Ins Assoc",1990,1997,8,10250,9097,1154,20216,5070,15146,1,62973
"2729",36676,"Utah Medical Ins Assoc",1990,1998,9,9500,9118,381,20216,5070,15146,1,62973
"2730",36676,"Utah Medical Ins Assoc",1990,1999,10,9225,9118,107,20216,5070,15146,1,62973
"2731",36676,"Utah Medical Ins Assoc",1991,1991,1,17125,548,11107,19001,3541,15460,1,62973
"2732",36676,"Utah Medical Ins Assoc",1991,1992,2,15000,2224,6538,19001,3541,15460,1,62973
"2733",36676,"Utah Medical Ins Assoc",1991,1993,3,14000,3778,6249,19001,3541,15460,1,62973
"2734",36676,"Utah Medical Ins Assoc",1991,1994,4,13250,6469,4315,19001,3541,15460,1,62973
"2735",36676,"Utah Medical Ins Assoc",1991,1995,5,12750,7761,4183,19001,3541,15460,1,62973
"2736",36676,"Utah Medical Ins Assoc",1991,1996,6,11250,7954,2498,19001,3541,15460,1,62973
"2737",36676,"Utah Medical Ins Assoc",1991,1997,7,11250,8634,2418,19001,3541,15460,1,62973
"2738",36676,"Utah Medical Ins Assoc",1991,1998,8,9250,8735,515,19001,3541,15460,1,62973
"2739",36676,"Utah Medical Ins Assoc",1991,1999,9,8975,8736,239,19001,3541,15460,1,62973
"2740",36676,"Utah Medical Ins Assoc",1991,2000,10,8850,8736,114,19001,3541,15460,1,62973
"2741",36676,"Utah Medical Ins Assoc",1992,1992,1,17534,1065,9521,16699,3235,13464,1,62973
"2742",36676,"Utah Medical Ins Assoc",1992,1993,2,17000,3346,5090,16699,3235,13464,1,62973
"2743",36676,"Utah Medical Ins Assoc",1992,1994,3,16500,7937,3365,16699,3235,13464,1,62973
"2744",36676,"Utah Medical Ins Assoc",1992,1995,4,16000,10139,2721,16699,3235,13464,1,62973
"2745",36676,"Utah Medical Ins Assoc",1992,1996,5,16000,11334,2725,16699,3235,13464,1,62973
"2746",36676,"Utah Medical Ins Assoc",1992,1997,6,15250,12435,1943,16699,3235,13464,1,62973
"2747",36676,"Utah Medical Ins Assoc",1992,1998,7,14000,12601,391,16699,3235,13464,1,62973
"2748",36676,"Utah Medical Ins Assoc",1992,1999,8,13700,12762,114,16699,3235,13464,1,62973
"2749",36676,"Utah Medical Ins Assoc",1992,2000,9,13800,13417,36,16699,3235,13464,1,62973
"2750",36676,"Utah Medical Ins Assoc",1992,2001,10,13940,13750,3,16699,3235,13464,1,62973
"2751",36676,"Utah Medical Ins Assoc",1993,1993,1,15000,662,7546,16418,3197,13221,1,62973
"2752",36676,"Utah Medical Ins Assoc",1993,1994,2,15000,2905,3269,16418,3197,13221,1,62973
"2753",36676,"Utah Medical Ins Assoc",1993,1995,3,15000,6256,1495,16418,3197,13221,1,62973
"2754",36676,"Utah Medical Ins Assoc",1993,1996,4,15000,10550,677,16418,3197,13221,1,62973
"2755",36676,"Utah Medical Ins Assoc",1993,1997,5,14750,11051,696,16418,3197,13221,1,62973
"2756",36676,"Utah Medical Ins Assoc",1993,1998,6,14000,12333,55,16418,3197,13221,1,62973
"2757",36676,"Utah Medical Ins Assoc",1993,1999,7,13850,12518,209,16418,3197,13221,1,62973
"2758",36676,"Utah Medical Ins Assoc",1993,2000,8,13400,12842,91,16418,3197,13221,1,62973
"2759",36676,"Utah Medical Ins Assoc",1993,2001,9,13400,12886,87,16418,3197,13221,1,62973
"2760",36676,"Utah Medical Ins Assoc",1993,2002,10,13400,13335,64,16418,3197,13221,1,62973
"2761",36676,"Utah Medical Ins Assoc",1994,1994,1,16500,612,6704,16757,3081,13676,1,62973
"2762",36676,"Utah Medical Ins Assoc",1994,1995,2,16500,4106,2110,16757,3081,13676,1,62973
"2763",36676,"Utah Medical Ins Assoc",1994,1996,3,16500,8562,622,16757,3081,13676,1,62973
"2764",36676,"Utah Medical Ins Assoc",1994,1997,4,17750,12134,1112,16757,3081,13676,1,62973
"2765",36676,"Utah Medical Ins Assoc",1994,1998,5,17000,13509,923,16757,3081,13676,1,62973
"2766",36676,"Utah Medical Ins Assoc",1994,1999,6,16500,14935,462,16757,3081,13676,1,62973
"2767",36676,"Utah Medical Ins Assoc",1994,2000,7,16750,15618,566,16757,3081,13676,1,62973
"2768",36676,"Utah Medical Ins Assoc",1994,2001,8,16025,15828,22,16757,3081,13676,1,62973
"2769",36676,"Utah Medical Ins Assoc",1994,2002,9,16025,15834,21,16757,3081,13676,1,62973
"2770",36676,"Utah Medical Ins Assoc",1994,2003,10,16025,15934,90,16757,3081,13676,1,62973
"2771",36676,"Utah Medical Ins Assoc",1995,1995,1,16500,882,4797,18064,3665,14399,1,62973
"2772",36676,"Utah Medical Ins Assoc",1995,1996,2,17500,3731,2558,18064,3665,14399,1,62973
"2773",36676,"Utah Medical Ins Assoc",1995,1997,3,17250,8398,1356,18064,3665,14399,1,62973
"2774",36676,"Utah Medical Ins Assoc",1995,1998,4,17000,12274,1030,18064,3665,14399,1,62973
"2775",36676,"Utah Medical Ins Assoc",1995,1999,5,17300,13866,606,18064,3665,14399,1,62973
"2776",36676,"Utah Medical Ins Assoc",1995,2000,6,16300,14916,143,18064,3665,14399,1,62973
"2777",36676,"Utah Medical Ins Assoc",1995,2001,7,16300,15185,2,18064,3665,14399,1,62973
"2778",36676,"Utah Medical Ins Assoc",1995,2002,8,15875,15448,30,18064,3665,14399,1,62973
"2779",36676,"Utah Medical Ins Assoc",1995,2003,9,15875,15481,29,18064,3665,14399,1,62973
"2780",36676,"Utah Medical Ins Assoc",1995,2004,10,15875,15504,68,18064,3665,14399,1,62973
"2781",36676,"Utah Medical Ins Assoc",1996,1996,1,19500,671,4253,18186,1412,16774,1,62973
"2782",36676,"Utah Medical Ins Assoc",1996,1997,2,19000,3188,2410,18186,1412,16774,1,62973
"2783",36676,"Utah Medical Ins Assoc",1996,1998,3,18000,7496,1527,18186,1412,16774,1,62973
"2784",36676,"Utah Medical Ins Assoc",1996,1999,4,17000,10080,1802,18186,1412,16774,1,62973
"2785",36676,"Utah Medical Ins Assoc",1996,2000,5,14850,12425,655,18186,1412,16774,1,62973
"2786",36676,"Utah Medical Ins Assoc",1996,2001,6,14850,13131,132,18186,1412,16774,1,62973
"2787",36676,"Utah Medical Ins Assoc",1996,2002,7,14750,13887,142,18186,1412,16774,1,62973
"2788",36676,"Utah Medical Ins Assoc",1996,2003,8,14850,14077,195,18186,1412,16774,1,62973
"2789",36676,"Utah Medical Ins Assoc",1996,2004,9,14850,14090,326,18186,1412,16774,1,62973
"2790",36676,"Utah Medical Ins Assoc",1996,2005,10,14500,14311,189,18186,1412,16774,1,62973
"2791",36676,"Utah Medical Ins Assoc",1997,1997,1,18000,1062,4930,18265,2610,15655,1,62973
"2792",36676,"Utah Medical Ins Assoc",1997,1998,2,19000,5402,2458,18265,2610,15655,1,62973
"2793",36676,"Utah Medical Ins Assoc",1997,1999,3,18542,9520,1926,18265,2610,15655,1,62973
"2794",36676,"Utah Medical Ins Assoc",1997,2000,4,16300,12271,616,18265,2610,15655,1,62973
"2795",36676,"Utah Medical Ins Assoc",1997,2001,5,16300,14387,44,18265,2610,15655,1,62973
"2796",36676,"Utah Medical Ins Assoc",1997,2002,6,16400,15458,151,18265,2610,15655,1,62973
"2797",36676,"Utah Medical Ins Assoc",1997,2003,7,16400,15837,271,18265,2610,15655,1,62973
"2798",36676,"Utah Medical Ins Assoc",1997,2004,8,16300,16170,130,18265,2610,15655,1,62973
"2799",36676,"Utah Medical Ins Assoc",1997,2005,9,16201,16182,19,18265,2610,15655,1,62973
"2800",36676,"Utah Medical Ins Assoc",1997,2006,10,16201,16182,19,18265,2610,15655,1,62973
"2801",40568,"Seguros Triples Inc",1988,1988,1,742,5,0,1605,477,1128,1,14400
"2802",40568,"Seguros Triples Inc",1988,1989,2,658,79,0,1605,477,1128,1,14400
"2803",40568,"Seguros Triples Inc",1988,1990,3,464,422,0,1605,477,1128,1,14400
"2804",40568,"Seguros Triples Inc",1988,1991,4,478,438,3,1605,477,1128,1,14400
"2805",40568,"Seguros Triples Inc",1988,1992,5,464,464,0,1605,477,1128,1,14400
"2806",40568,"Seguros Triples Inc",1988,1993,6,464,464,0,1605,477,1128,1,14400
"2807",40568,"Seguros Triples Inc",1988,1994,7,495,464,0,1605,477,1128,1,14400
"2808",40568,"Seguros Triples Inc",1988,1995,8,464,464,0,1605,477,1128,1,14400
"2809",40568,"Seguros Triples Inc",1988,1996,9,465,465,0,1605,477,1128,1,14400
"2810",40568,"Seguros Triples Inc",1988,1997,10,465,465,0,1605,477,1128,1,14400
"2811",40568,"Seguros Triples Inc",1989,1989,1,3571,320,0,5785,2221,3564,1,14400
"2812",40568,"Seguros Triples Inc",1989,1990,2,4196,1196,0,5785,2221,3564,1,14400
"2813",40568,"Seguros Triples Inc",1989,1991,3,3310,1816,7,5785,2221,3564,1,14400
"2814",40568,"Seguros Triples Inc",1989,1992,4,3158,2396,1,5785,2221,3564,1,14400
"2815",40568,"Seguros Triples Inc",1989,1993,5,3197,2701,0,5785,2221,3564,1,14400
"2816",40568,"Seguros Triples Inc",1989,1994,6,3535,2872,0,5785,2221,3564,1,14400
"2817",40568,"Seguros Triples Inc",1989,1995,7,3350,2904,0,5785,2221,3564,1,14400
"2818",40568,"Seguros Triples Inc",1989,1996,8,3221,2945,0,5785,2221,3564,1,14400
"2819",40568,"Seguros Triples Inc",1989,1997,9,3269,3004,0,5785,2221,3564,1,14400
"2820",40568,"Seguros Triples Inc",1989,1998,10,3248,3021,0,5785,2221,3564,1,14400
"2821",40568,"Seguros Triples Inc",1990,1990,1,4406,686,0,4499,132,4367,1,14400
"2822",40568,"Seguros Triples Inc",1990,1991,2,4519,1604,10,4499,132,4367,1,14400
"2823",40568,"Seguros Triples Inc",1990,1992,3,4488,2471,1,4499,132,4367,1,14400
"2824",40568,"Seguros Triples Inc",1990,1993,4,4163,2955,0,4499,132,4367,1,14400
"2825",40568,"Seguros Triples Inc",1990,1994,5,4063,3249,0,4499,132,4367,1,14400
"2826",40568,"Seguros Triples Inc",1990,1995,6,3787,3426,0,4499,132,4367,1,14400
"2827",40568,"Seguros Triples Inc",1990,1996,7,3901,3590,0,4499,132,4367,1,14400
"2828",40568,"Seguros Triples Inc",1990,1997,8,3839,3630,0,4499,132,4367,1,14400
"2829",40568,"Seguros Triples Inc",1990,1998,9,3864,3716,0,4499,132,4367,1,14400
"2830",40568,"Seguros Triples Inc",1990,1999,10,3854,3794,0,4499,132,4367,1,14400
"2831",40568,"Seguros Triples Inc",1991,1991,1,3217,373,260,5833,900,4933,1,14400
"2832",40568,"Seguros Triples Inc",1991,1992,2,3929,1119,2,5833,900,4933,1,14400
"2833",40568,"Seguros Triples Inc",1991,1993,3,3588,1702,3,5833,900,4933,1,14400
"2834",40568,"Seguros Triples Inc",1991,1994,4,3660,2039,0,5833,900,4933,1,14400
"2835",40568,"Seguros Triples Inc",1991,1995,5,3357,2497,0,5833,900,4933,1,14400
"2836",40568,"Seguros Triples Inc",1991,1996,6,3317,2622,0,5833,900,4933,1,14400
"2837",40568,"Seguros Triples Inc",1991,1997,7,3104,2767,0,5833,900,4933,1,14400
"2838",40568,"Seguros Triples Inc",1991,1998,8,2979,2874,0,5833,900,4933,1,14400
"2839",40568,"Seguros Triples Inc",1991,1999,9,2994,2893,0,5833,900,4933,1,14400
"2840",40568,"Seguros Triples Inc",1991,2000,10,3039,2953,0,5833,900,4933,1,14400
"2841",40568,"Seguros Triples Inc",1992,1992,1,3629,442,275,7006,847,6159,1,14400
"2842",40568,"Seguros Triples Inc",1992,1993,2,3507,1043,3,7006,847,6159,1,14400
"2843",40568,"Seguros Triples Inc",1992,1994,3,3832,1540,0,7006,847,6159,1,14400
"2844",40568,"Seguros Triples Inc",1992,1995,4,3048,2114,0,7006,847,6159,1,14400
"2845",40568,"Seguros Triples Inc",1992,1996,5,3044,2541,50,7006,847,6159,1,14400
"2846",40568,"Seguros Triples Inc",1992,1997,6,2967,2700,0,7006,847,6159,1,14400
"2847",40568,"Seguros Triples Inc",1992,1998,7,2902,2748,0,7006,847,6159,1,14400
"2848",40568,"Seguros Triples Inc",1992,1999,8,2909,2755,0,7006,847,6159,1,14400
"2849",40568,"Seguros Triples Inc",1992,2000,9,3087,2917,0,7006,847,6159,1,14400
"2850",40568,"Seguros Triples Inc",1992,2001,10,3055,2972,0,7006,847,6159,1,14400
"2851",40568,"Seguros Triples Inc",1993,1993,1,3229,301,510,7107,579,6528,1,14400
"2852",40568,"Seguros Triples Inc",1993,1994,2,3939,850,340,7107,579,6528,1,14400
"2853",40568,"Seguros Triples Inc",1993,1995,3,3553,1246,250,7107,579,6528,1,14400
"2854",40568,"Seguros Triples Inc",1993,1996,4,2822,1908,50,7107,579,6528,1,14400
"2855",40568,"Seguros Triples Inc",1993,1997,5,2862,2212,0,7107,579,6528,1,14400
"2856",40568,"Seguros Triples Inc",1993,1998,6,2830,2395,0,7107,579,6528,1,14400
"2857",40568,"Seguros Triples Inc",1993,1999,7,2890,2709,0,7107,579,6528,1,14400
"2858",40568,"Seguros Triples Inc",1993,2000,8,2916,2775,0,7107,579,6528,1,14400
"2859",40568,"Seguros Triples Inc",1993,2001,9,3065,2942,0,7107,579,6528,1,14400
"2860",40568,"Seguros Triples Inc",1993,2002,10,3096,2961,0,7107,579,6528,1,14400
"2861",40568,"Seguros Triples Inc",1994,1994,1,4689,234,847,6796,348,6448,1,14400
"2862",40568,"Seguros Triples Inc",1994,1995,2,4312,981,300,6796,348,6448,1,14400
"2863",40568,"Seguros Triples Inc",1994,1996,3,4256,1937,150,6796,348,6448,1,14400
"2864",40568,"Seguros Triples Inc",1994,1997,4,3825,3063,0,6796,348,6448,1,14400
"2865",40568,"Seguros Triples Inc",1994,1998,5,3982,3297,0,6796,348,6448,1,14400
"2866",40568,"Seguros Triples Inc",1994,1999,6,4350,3967,0,6796,348,6448,1,14400
"2867",40568,"Seguros Triples Inc",1994,2000,7,4547,4149,0,6796,348,6448,1,14400
"2868",40568,"Seguros Triples Inc",1994,2001,8,4699,4299,0,6796,348,6448,1,14400
"2869",40568,"Seguros Triples Inc",1994,2002,9,4709,4413,0,6796,348,6448,1,14400
"2870",40568,"Seguros Triples Inc",1994,2003,10,4930,4683,0,6796,348,6448,1,14400
"2871",40568,"Seguros Triples Inc",1995,1995,1,5013,271,950,6803,305,6498,1,14400
"2872",40568,"Seguros Triples Inc",1995,1996,2,4208,1060,150,6803,305,6498,1,14400
"2873",40568,"Seguros Triples Inc",1995,1997,3,4204,2076,400,6803,305,6498,1,14400
"2874",40568,"Seguros Triples Inc",1995,1998,4,4582,3391,0,6803,305,6498,1,14400
"2875",40568,"Seguros Triples Inc",1995,1999,5,4918,4440,0,6803,305,6498,1,14400
"2876",40568,"Seguros Triples Inc",1995,2000,6,5040,4643,0,6803,305,6498,1,14400
"2877",40568,"Seguros Triples Inc",1995,2001,7,5102,4852,0,6803,305,6498,1,14400
"2878",40568,"Seguros Triples Inc",1995,2002,8,5057,4917,0,6803,305,6498,1,14400
"2879",40568,"Seguros Triples Inc",1995,2003,9,5474,5336,0,6803,305,6498,1,14400
"2880",40568,"Seguros Triples Inc",1995,2004,10,5501,5344,0,6803,305,6498,1,14400
"2881",40568,"Seguros Triples Inc",1996,1996,1,4693,197,1100,5305,275,5030,1,14400
"2882",40568,"Seguros Triples Inc",1996,1997,2,5079,1139,1300,5305,275,5030,1,14400
"2883",40568,"Seguros Triples Inc",1996,1998,3,3473,1701,600,5305,275,5030,1,14400
"2884",40568,"Seguros Triples Inc",1996,1999,4,2993,2229,0,5305,275,5030,1,14400
